id,score,price,stock_counter,candidate,status,stop_loss,next_3_months,type,value,growth,momentum,vgm,rank,last_updated
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
AAP,"
2.16
",$167.70 ,AAP - Advance Auto Parts Inc,Buy Candidate,Unchanged, $159.69 (-4.78%),5.03%,golden star long,,,,,,
EUSGU,"
0.29
",$11.05 ,EUSGU - European Sustainable Growth Acquisition Corp.,Hold/Accumulate,Unchanged,$10.59(-4.14%),,golden star long,,,,,,
MIN,"
-0.89
",$3.80 0.0000%,MIN - MFS Intermediate Income Trust,Hold/Accumulate,Unchanged, $3.65 (-3.89%),,golden star long,,,,,,
SINA,"
-0.27
",$43.39 ,SINA - Sina Corporation,Hold/Accumulate,Unchanged, $41.84 (-3.58%),,golden star long,,,,,,
SRCL,"
-4.77
",$67.78 ,SRCL - Stericycle,Sell Candidate,Unchanged," February 25, 2021",-4.28%,golden star long,,,,,,
RC,"
2.38
",$13.28 ,RC - Ready Capital Corporation,Buy Candidate,Upgraded, $12.77 (-3.85%),,golden star long,,,,,,
BKSC,"
-1.21
",$17.79 ,BKSC - Bank of South Carolina Corp.,Sell Candidate,Downgraded,Golden Star Signal*,7.77%,golden star long,,,,,,
COWNZ,"
-0.13
",$25.54 ,COWNZ - Cowen Inc 7.35 % Notes 2017-15.12.27,Hold/Accumulate,Unchanged,$24.59(-3.71%),,golden star long,,,,,,
TANNZ,"
-0.39
",$25.55 ,TANNZ - TravelCenters of America LLC 8.00% Senior Notes due 2030,Hold/Accumulate,Unchanged,$24.54(-3.93%),,golden star long,,,,,,
UZC,"
-1.06
",$25.60 ,UZC - United States Cellular Corporation,Sell Candidate,Downgraded,Golden Star Signal*,,golden star long,,,,,,
JHS,"
-0.23
",$16.04 ,JHS - John Hancock Income Securities Trust,Hold/Accumulate,Upgraded,$15.52(-3.26%),,golden star long,,,,,,
GOODN,"
-0.35
",$25.83 ,GOODN - Gladstone Commercial Corp,Hold/Accumulate,Unchanged,$24.70(-4.38%),,golden star long,,,,,,
WMK,"
2.62
",$55.82 ,WMK - Weis Markets Inc,Buy Candidate,Unchanged, $53.75 (-3.71%),$56.39,golden star long,,,,,,
DXCM,"
3.07
",$412.06 ,DXCM - DexCom,Buy Candidate,Downgraded, $394.24 (-4.32%),$420.35,golden star long,,,,,,
CDXC,"
0.00
",$9.61 ,CDXC - ChromaDex Corporation,Hold/Accumulate,Unchanged, $9.30 (-3.26%),,golden star long,,,,,,
EXR,"
3.86
",$120.74 ,EXR - Extra Space Storage Inc,Buy Candidate,Unchanged, $115.12 (-4.65%),$120.88,golden star long,,,,,,
VEEV,"
1.71
",$293.11 ,VEEV - Veeva Systems Inc,Buy Candidate,Unchanged, $278.86 (-4.86%),14.07%,golden star long,,,,,,
PYN,"
0.05
",$9.11 ,PYN - PIMCO New York Municipal Income Fund III,Hold/Accumulate,Upgraded, $8.78 (-3.63%),4.5%,golden star long,,,,,,
GBLIL,"
0.28
",$26.48 ,GBLIL - Global Indemnity Limited 7.875% Subordinated Notes due 2047,Hold/Accumulate,Upgraded,$25.44(-3.93%),,golden star long,,,,,,
SCCC,"
1.61
",$25.54 ,SCCC - Sachem Capital Corp. 7.75% Note,Buy Candidate,Unchanged,$24.74(-3.17%),,golden star long,,,,,,
GOODM,"
-1.07
",$25.25 0.0000%,GOODM - Gladstone Commercial Corporation Series D Cumulative Redeemable Preferred Stock,Sell Candidate,Unchanged,Golden Star Signal*,,golden star long,,,,,,
EOT,"
6.15
",$22.00 ,EOT - Eaton Vance Municipal Income Trust,Strong Buy Candidate,Upgraded, $21.22 (-3.54%),$22.04,golden star long,,,,,,
CTBB,"
0.91
",$25.75 ,CTBB - Qwest Corporation 6.5% Notes due 2056,Hold/Accumulate,Unchanged,$24.79(-3.74%),,golden star long,,,,,,
DNP,"
1.99
",$10.57 ,DNP - Duff & Phelps Utilities Income Inc,Buy Candidate,Unchanged, $10.19 (-3.63%),,golden star long,,,,,,
SJIU,"
1.56
",$41.64 ,SJIU - South Jersey Industries Inc. Equity Units Cons of 1/20 Nts 15.04.31 + 1 PC 15.04.21,Buy Candidate,Unchanged,$39.40(-5.38%),,golden star long,,,,,,
CIX,"
2.11
",$14.40 ,CIX - CompX International Inc,Buy Candidate,Upgraded, $13.86 (-3.77%),,golden star short,,,,,,
AL,"
6.52
",$46.49 ,AL - Air Lease Corporation,Strong Buy Candidate,Unchanged, $44.77 (-3.69%),$47.41,golden star short,,,,,,
EPHYU,"
0.78
",$10.81 ,EPHYU - Epiphany Technology Acquisition Corp.,Hold/Accumulate,Unchanged,$10.24(-5.24%),,golden star short,,,,,,
SIGI,"
6.38
",$68.39 ,SIGI - Selective Insurance Group, Strong Buy Candidate,Upgraded, $65.75 (-3.87%),3.35%,golden star short,,,,,,
BLX,"
1.33
",$15.83 ,BLX - Banco Latinoamericano de Comercio Exterior SA,Buy Candidate,Downgraded, $15.42 (-2.56%),2.45%,golden star short,,,,,,
RILYZ,"
2.79
",$25.25 ,"RILYZ - B. Riley Financial, Inc",Buy Candidate,Upgraded,$23.07(-8.64%),,golden star short,,,,,,
SOGO,"
-1.74
",$8.35 ,SOGO - Sogou Inc.,Sell Candidate,Unchanged,Golden Star Signal*,-3.35%,golden star short,,,,,,
ADP,"
-0.07
",$170.82 ,ADP - Automatic Data Processing,Hold/Accumulate,Unchanged, $164.51 (-3.69%),$172.25,golden star short,,,,,,
LMRKO,"
1.08
",$25.27 ,LMRKO - Landmark Infrastructure Partners LP Preferred Units,Buy Candidate,Unchanged,$23.83(-5.70%),,golden star short,,,,,,
GFNCP,"
1.60
",$102.48 ,GFNCP - General Finance Corporation,Buy Candidate,Unchanged,$99.02(-3.37%),2.31%,golden star short,,,,,,
CBB,"
1.21
",$15.30 0.0000%,CBB - Cincinnati Bell Inc,Buy Candidate,Unchanged, $14.37 (-6.06%),,golden star short,,,,,,
UFPT,"
6.41
",$49.14 ,UFPT - UFP Technologies,Strong Buy Candidate,Upgraded, $46.86 (-4.64%),3.12%,golden star short,,,,,,
CFFN,"
3.63
",$13.09 ,CFFN - Capitol Federal Financial,Buy Candidate,Unchanged, $12.66 (-3.29%),4.74%,golden star short,,,,,,
NVT,"
0.00
",$26.33 ,NVT - nVent Electric plc,Hold/Accumulate,Downgraded, $25.42 (-3.46%),,golden star short,,,,,,
T,"
1.60
",$29.32 ,T - AT&T Inc,Buy Candidate,Unchanged, $28.01 (-4.46%),-2.60%,golden star short,,,,,,
FRGAP,"
-0.12
",$25.26 ,FRGAP - Franchise Group Inc.,Hold/Accumulate,Downgraded,$24.00(-4.99%),-3.12%,golden star short,,,,,,
CIF,"
-1.06
",$2.55 ,CIF - Colonial Intermediate High Income Fund,Sell Candidate,Downgraded,Golden Star Signal*,2.31%,golden star short,,,,,,
EUSGU,"
0.29
",$11.05 ,EUSGU - European Sustainable Growth Acquisition Corp.,Hold/Accumulate,Unchanged,$10.59(-4.14%),,golden star short,,,,,,
NVO,"
1.84
",$72.75 ,NVO - Novo Nordisk A/S,Buy Candidate,Unchanged, $69.09 (-5.03%),8.58%,golden star short,,,,,,
SCM,"
4.20
",$11.74 ,SCM - Stellus Capital Investment Corporation,Buy Candidate,Upgraded, $11.28 (-3.93%),,golden star short,,,,,,
HLXA,"
4.73
",$12.70 ,HLXA - Helix Acquisition Corp.,Buy Candidate,Unchanged,$12.33(-2.86%),$12.75,golden star short,,,,,,
MIN,"
-0.89
",$3.80 0.0000%,MIN - MFS Intermediate Income Trust,Hold/Accumulate,Unchanged, $3.65 (-3.89%),,golden star short,,,,,,
WW,"
-1.73
",$27.42 ,WW - Weight Watchers International Inc.,Sell Candidate,Downgraded,Golden Star Signal*,-11.80%,golden star short,,,,,,
MCI,"
3.07
",$13.64 ,MCI - Babson Capital Corporate Investors,Buy Candidate,Unchanged, $12.93 (-5.19%),,golden star short,,,,,,
FTSM,"
-0.21
",$60.04 ,FTSM - FIRST TRUST ENHANCED SHORT MATURITY ETF,Hold/Accumulate,Upgraded,$57.71(-3.88%),,golden star short,,,,,,
NTR,,,,,,,,,B,A,A,A,Top 36% (90 out of 253),5/5/21
AVIR,,,,,,,,,D,C,F,D,Bottom 22% (198 out of 253),3/11/21
MIRM,,,,,,,,,F,D,A,D,Bottom 22% (198 out of 253),3/11/21
AR,,,,,,,,,D,D,A,D,Top 34% (85 out of 253),5/5/21
M,,,,,,,,,A,D,D,C,Top 42% (106 out of 253),2/23/21
SAFM,,,,,,,,,C,A,F,A,Top 42% (106 out of 253),2/25/21
QTWO,,,,,,,,,F,D,C,F,Top 42% (106 out of 253),5/5/21
PORBF,,,,,,,,,C,C,F,C,Top 19% (48 out of 253),2/26/21
CWH,,,,,,,,,A,A,A,A,Bottom 28% (182 out of 253),2/25/21
RDFN,,,,,,,,,F,A,D,C,Bottom 37% (160 out of 253),2/24/21
ELDN,,,,,,,,,F,B,A,C,Bottom 22% (198 out of 253),3/16/21
HES,,,,,,,,,D,D,B,D,Top 42% (106 out of 253),5/6/21
ZG,,,,,,,,,F,B,B,C,Bottom 35% (164 out of 253),5/6/21
CNQ,,,,,,,,,B,F,B,C,Top 8% (19 out of 253),3/4/21
USAK,,,,,,,,,A,B,D,A,Top 12% (31 out of 253),5/6/21
CSTL,,,,,,,,,D,D,D,D,Bottom 22% (198 out of 253),3/9/21
DRI,,,,,,,,,D,F,D,F,Bottom 6% (239 out of 253),3/18/21
MOS,,,,,,,,,B,C,A,A,Top 36% (90 out of 253),5/3/21
MGY,,,,,,,,,C,B,C,B,Top 34% (85 out of 253),2/23/21
RYN,,,,,,,,,F,F,B,F,Top 10% (25 out of 253),5/5/21
AUTO,,,,,,,,,D,A,B,B,Bottom 11% (225 out of 253),3/26/21
CUB,,,,,,,,,C,C,B,C,Top 40% (101 out of 253),5/5/21
OPCH,,,,,,,,,C,A,B,A,Bottom 15% (216 out of 253),3/11/21
DIS,,,,,,,,,D,D,A,D,Bottom 13% (219 out of 253),5/4/21
ORTX,,,,,,,,,F,F,A,F,Bottom 22% (198 out of 253),2/25/21
FUBO,,,,,,,,,F,F,B,F,Bottom 25% (190 out of 253),3/2/21
CYH,,,,,,,,,A,A,A,A,Top 19% (49 out of 253),4/27/21
EXFO,,,,,,,,,C,D,F,D,Top 26% (67 out of 253),4/6/21
MRNA,,,,,,,,,D,C,D,D,Bottom 22% (198 out of 253),2/25/21
AER,,,,,,,,,A,F,D,C,Top 42% (106 out of 253),3/2/21
OPRT,,,,,,,,,A,D,A,A,Top 41% (104 out of 253),5/13/21
CF,,,,,,,,,B,C,B,B,Top 36% (90 out of 253),5/5/21
CMBM,,,,,,,,,F,A,C,C,Top 19% (49 out of 253),5/11/21
MNRL,,,,,,,,,D,F,A,F,Bottom 38% (156 out of 253),2/24/21
BNTX,,,,,,,,,C,F,F,F,Bottom 22% (198 out of 253),3/30/21
ADDYY,,,,,,,,,D,F,D,F,Bottom 18% (208 out of 253),3/10/21
HEXO,,,,,,,,,F,A,A,B,Bottom 38% (158 out of 253),3/29/21
NVCR,,,,,,,,,F,A,A,B,Bottom 32% (171 out of 253),2/25/21
PVAC,,,,,,,,,A,C,A,B,Top 34% (85 out of 253),2/25/21
WHD,,,,,,,,,D,D,D,F,Top 42% (106 out of 253),2/24/21
TOT,,,,,,,,,B,C,D,C,Top 16% (41 out of 253),5/4/21
OVV,,,,,,,,,D,C,A,C,Top 8% (19 out of 253),5/6/21
TECK,,,,,,,,,A,D,A,B,Bottom 38% (156 out of 253),4/20/21
OPEN,,,,,,,,,C,C,B,C,Bottom 18% (208 out of 253),3/4/21
KOD,,,,,,,,,C,F,D,F,Bottom 22% (198 out of 253),3/15/21
XONE,,,,,,,,,F,D,A,F,Top 42% (106 out of 253),3/11/21
BBBY,,,,,,,,,B,C,B,B,Bottom 28% (182 out of 253),4/21/21
ALXO,,,,,,,,,C,D,A,C,Bottom 22% (198 out of 253),2/25/21
HL,,,,,,,,,D,A,F,C,Bottom 1% (251 out of 253),5/6/21
TITN,,,,,,,,,A,A,A,A,Top 11% (27 out of 253),3/25/21
PS,,,,,,,,,F,A,C,C,Bottom 18% (208 out of 253),5/5/21
USNZY,,,,,,,,,B,B,A,A,Top 26% (65 out of 253),2/26/21
VET,,,,,,,,,B,D,C,C,Top 34% (85 out of 253),3/5/21
PLUS,,,,,,,,,C,F,A,D,Top 42% (106 out of 253),5/20/21
RDS.A,,,,,,,,,A,D,B,C,Top 16% (41 out of 253),4/29/21
FE,,,,,,,,,B,D,D,C,Bottom 19% (206 out of 253),4/22/21
BLDP,,,,,,,,,F,F,A,F,Top 31% (78 out of 253),3/10/21
PLUG,,,,,,,,,F,F,A,F,Top 30% (76 out of 253),2/25/21
TTWO,,,,,,,,,F,B,C,C,Top 36% (92 out of 253),5/19/21
IQ,,,,,,,,,F,D,A,D,Top 42% (106 out of 253),5/17/21
DBX,,,,,,,,,D,A,A,B,Bottom 35% (164 out of 253),5/6/21
EOG,,,,,,,,,C,D,D,D,Top 34% (85 out of 253),2/25/21
TVTX,,,,,,,,,F,C,F,F,Bottom 22% (198 out of 253),3/1/21
TACO,,,,,,,,,B,A,F,B,Bottom 6% (239 out of 253),3/10/21
LAC,,,,,,,,,F,F,A,F,Top 24% (61 out of 253),3/12/21
HCCI,,,,,,,,,C,D,D,D,Top 19% (49 out of 253),3/1/21
ATI,,,,,,,,,D,B,B,B,Bottom 3% (245 out of 253),5/4/21
ALBO,,,,,,,,,F,F,A,F,Bottom 22% (198 out of 253),2/25/21
AMRX,,,,,,,,,A,A,B,A,Bottom 25% (190 out of 253),2/26/21
FLMN,,,,,,,,,C,F,F,F,Bottom 22% (198 out of 253),3/8/21
NEP,,,,,,,,,B,C,C,B,Top 40% (101 out of 253),4/28/21
ROG,,,,,,,,,D,B,C,C,Top 31% (78 out of 253),4/29/21
