id,score,price,stock_counter,candidate,status,stop_loss,next_3_months,type,value,growth,momentum,vgm,rank,last_updated
GLSI,"
-6.56
",$28.70 ,"GLSI - Greenwich LifeSciences, Inc.",Strong Sell Candidate,Downgraded,NA,-19.10%,top sell,,,,,,
EDU,"
-6.53
",$17.06 ,EDU - New Oriental Education & Technology Group Inc,Strong Sell Candidate,Unchanged,NA,-15.27%,top sell,,,,,,
ROOT,"
-6.51
",$11.22 ,ROOT - Root Inc,Strong Sell Candidate,Unchanged,NA,-19.06%,top sell,,,,,,
NYC,"
-6.41
",$8.67 ,"NYC - New York City REIT, Inc.",Strong Sell Candidate,Downgraded,NA,,top sell,,,,,,
CHPT,"
-6.38
",$24.70 ,CHPT - Chargepoint Holdings Inc.,Strong Sell Candidate,Unchanged,NA,-32.35%,top sell,,,,,,
SBE,"
-6.38
",$24.70 ,SBE - Switchback Energy Acquisition Corporation,Strong Sell Candidate,Unchanged,NA,-32.35%,top sell,,,,,,
DPW,"
-6.17
",$3.57 ,"DPW - DPW Holdings, Inc.",Strong Sell Candidate,Downgraded,NA,,top sell,,,,,,
FF,"
-6.10
",$15.06 ,FF - FutureFuel Corp,Strong Sell Candidate,Downgraded,NA,23.8%,top sell,,,,,,
TCRR,"
-6.08
",$26.19 ,TCRR - TCR2 Therapeutics Inc.,Strong Sell Candidate,Downgraded,NA,-14.98%,top sell,,,,,,
HPK,"
-6.01
",$6.64 ,"HPK - HighPeak Energy, Inc.",Strong Sell Candidate,Downgraded,NA,-41.31%,top sell,,,,,,
VMD,"
-6.00
",$9.61 ,VMD - Viemed Healthcare Inc,Strong Sell Candidate,Downgraded,NA,29.82%,top sell,,,,,,
ACAM,"
-5.92
",$8.45 ,ACAM - Acamar Partners Acquisition Corp. Class A,Strong Sell Candidate,Downgraded,NA,-21.47%,top sell,,,,,,
LOTZ,"
-5.92
",$8.45 ,"LOTZ - CarLotz, Inc.",Strong Sell Candidate,Downgraded,NA,-21.44%,top sell,,,,,,
MAC,"
-5.91
",$13.45 ,MAC - Macerich Company (The),Strong Sell Candidate,Downgraded,NA,11.77%,top sell,,,,,,
ASPS,"
-5.88
",$8.97 ,ASPS - Altisource Portfolio Solutions S.A.,Strong Sell Candidate,Downgraded,NA,-31.43%,top sell,,,,,,
FTEK,"
-5.87
",$3.46 ,FTEK - Fuel Tech,Strong Sell Candidate,Downgraded,NA,-18.49%,top sell,,,,,,
QUAD,"
-5.84
",$5.19 ,QUAD - Quad Graphics Inc,Strong Sell Candidate,Downgraded,NA,37.85%,top sell,,,,,,
GWPH,"
6.39
",$215.54 ,GWPH - GW Pharmaceuticals Plc,Strong Buy Candidate,Upgraded, $207.18 (-3.88%),124.23%,undervalued list,D,C,D,D,Bottom 38% (156 out of 253),5/10/21
BABY,"
5.91
",$27.41 ,BABY - Natus Medical Incorporated,Strong Buy Candidate,Unchanged, $26.37 (-3.80%),,undervalued list,,,,,,
CMPR,"
5.28
",$102.90 ,CMPR - Cimpress N.V,Strong Buy Candidate,Unchanged, $98.89 (-3.90%),12.36%,undervalued list,,,,,,
EOS,"
2.31
",$21.80 ,EOS - Eaton Vance Enhanced Equity Income Fund II,Buy Candidate,Unchanged, $20.67 (-5.19%),4%,undervalued list,,,,,,
WK,"
1.40
",$95.86 ,WK - Workiva Inc,Buy Candidate,Upgraded, $90.22 (-5.88%),11.22%,undervalued list,,,,,,
AACQ,"
1.35
",$10.45 ,AACQ - Artius Acquisition Inc.,Buy Candidate,Upgraded,$9.82(-6.03%) ,6.37%,undervalued list,,,,,,
TRS,"
1.30
",$32.16 ,TRS - TriMas Corporation,Buy Candidate,Unchanged, $30.51 (-5.14%),5.58%,undervalued list,,,,,,
GCP,"
1.24
",$24.50 ,GCP - GCP Applied Technologies Inc,Buy Candidate,Upgraded, $23.35 (-4.70%),8.06%,undervalued list,,,,,,
CRHC,"
1.20
",$10.21 ,CRHC - Cohn Robbins Holdings Corp.,Buy Candidate,Upgraded,$9.62(-5.73%) ,,undervalued list,,,,,,
NOK,"
1.18
",$4.24 ,NOK - Nokia Corporation,Buy Candidate,Unchanged, $4.08 (-3.80%),,undervalued list,,,,,,
LOCO,"
1.17
",$18.89 ,LOCO - El Pollo Loco Holdings,Buy Candidate,Upgraded, $17.84 (-5.55%),4.55%,undervalued list,,,,,,
CBPO,"
1.01
",$117.06 ,CBPO - China Biologic Products,Buy Candidate,Unchanged, $110.51 (-5.59%),,undervalued list,,,,,,
RCM,"
0.87
",$25.69 ,RCM - R1 RCM Inc,Hold/Accumulate,Upgraded, $24.38 (-5.10%),18.65%,undervalued list,,,,,,
FOCS,"
0.80
",$46.43 ,FOCS - Focus Financial Partners Inc. Class A,Hold/Accumulate,Upgraded, $44.15 (-4.92%),7.92%,undervalued list,B,B,A,A,Top 33% (84 out of 253),5/6/21
PRPB,"
0.71
",$10.20 ,PRPB - CC Neuberger Principal Holdings II,Hold/Accumulate,Downgraded,$9.71(-4.84%),,undervalued list,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,undervalued list,,,,,,
NGAC,"
0.52
",$10.32 ,NGAC - NextGen Acquisition Corporation,Hold/Accumulate,Upgraded,$9.66 (-6.35%),,undervalued list,,,,,,
SNPR,"
0.43
",$11.13 ,SNPR - Tortoise Acquisition Corp. II,Hold/Accumulate,Unchanged,$10.48  (-5.88%),,undervalued list,,,,,,
YAC,"
0.34
",$10.10 ,YAC - Yucaipa Acquisition Corporation,Hold/Accumulate,Downgraded,$9.49(-6.08%),,undervalued list,,,,,,
CONX,"
0.21
",$10.06 ,CONX - CONX Corp.,Hold/Accumulate,Unchanged,$9.53(-5.27%),,undervalued list,,,,,,
CLGX,"
0.19
",$79.21 ,CLGX - CoreLogic Inc,Hold/Accumulate,Upgraded, $74.92 (-5.41%),,undervalued list,,,,,,
CLVR,"
0.08
",$12.92 ,CLVR - Clever Leaves Holdings Inc.,Hold/Accumulate,Downgraded,$12.39  (-4.14%),30.93%,undervalued list,,,,,,
HAE,"
0.07
",$120.21 ,HAE - Haemonetics Corporation,Hold/Accumulate,Unchanged, $113.48 (-5.60%),3.86%,undervalued list,,,,,,
SY,"
0.06
",$12.53 ,SY - So-Young International Inc.,Hold/Accumulate,Upgraded,$11.98(-4.39%),22.06%,undervalued list,,,,,,
GERN,"
-0.02
",$1.77 ,GERN - Geron Corporation,Hold/Accumulate,Upgraded, $1.68 (-5.23%),14.13%,undervalued list,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
